text,label,label_encoded,text_length,word_count
"Today, had a good conversation with my family today.",low_stress,0,52,9
"Recently, the darkness is overwhelming. i see no light ahead. The darkness is overwhelming. I see no light ahead.",crisis,2,113,19
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
"Recently, can't handle the pain anymore. need it to stop.",crisis,2,57,10
Financial stress is getting to me. Bills keep piling up.,high_stress,1,56,10
"This month, life feels meaningless. i don't want to be here.",crisis,2,60,11
i can't do this anymore. the suffering is too much.,crisis,2,51,10
Relationship problems are causing a lot of stress. Having trouble managing my emotions lately.,high_stress,1,94,14
Had a productive workout session this morning. Had a productive workout session this morning.,low_stress,0,93,14
can't stop thinking about ending everything.,crisis,2,44,6
Feeling content with life right now.,low_stress,0,36,6
"Yesterday, life feels meaningless. i don't want to be here.",crisis,2,59,10
Having trouble managing my emotions lately. Feeling anxious about the upcoming presentation.,high_stress,1,92,12
"Yesterday, made progress on my goals today. feeling motivated.",low_stress,0,62,9
Work has been really overwhelming lately. So many deadlines.,high_stress,1,60,9
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
"Today, finished reading a great book. highly recommend it.",low_stress,0,58,9
Struggling to keep up with everything. Feeling exhausted. Feeling burned out. Everything feels like too much.,high_stress,1,109,16
"Lately, worried about my health. need to see a doctor soon.",high_stress,1,59,11
Finished reading a great book. Highly recommend it.,low_stress,0,51,8
worried about my health. need to see a doctor soon.,high_stress,1,51,10
Enjoying my new hobby. It's very relaxing. Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,107,19
"Lately, had a nice dinner with friends. good times!",low_stress,0,51,9
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
"Today, feeling isolated. haven't seen friends in weeks.",high_stress,1,55,8
"This month, feeling isolated. haven't seen friends in weeks.",high_stress,1,60,9
Had a good conversation with my family today.,low_stress,0,45,8
Enjoying my new hobby. It's very relaxing. Had a restful sleep last night. Feeling refreshed.,low_stress,0,93,15
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
"Lately, had a nice dinner with friends. good times!",low_stress,0,51,9
"Today, feeling positive about the future. Had a great day at work today. Feeling productive and happy.",low_stress,0,102,17
"This month, completed my project on time. feeling accomplished!",low_stress,0,63,9
"Recently, feeling completely hopeless. nothing seems to matter.",crisis,2,63,8
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
"This week, i can't do this anymore. the suffering is too much. Can't stop thinking about ending everything.",crisis,2,107,18
feeling burned out. everything feels like too much.,high_stress,1,51,8
"Lately, work-life balance is completely off. need a break. Work has been really overwhelming lately. So many deadlines.",high_stress,1,119,18
"This month, financial stress is getting to me. bills keep piling up.",high_stress,1,68,12
"Recently, feeling burned out. everything feels like too much.",high_stress,1,61,9
Anxiety has been high this week. Hard to relax. Feeling overwhelmed by responsibilities.,high_stress,1,88,13
"Today, i'm a burden to everyone. they'd be better off without me.",crisis,2,65,12
finished reading a great book. highly recommend it. Had a good conversation with my family today.,low_stress,0,97,16
Had a good conversation with my family today. Feeling content with life right now.,low_stress,0,82,14
Worried about my health. Need to see a doctor soon.,high_stress,1,51,10
everyone would be happier if i wasn't around.,crisis,2,45,8
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
"This week, feeling completely hopeless. nothing seems to matter.",crisis,2,64,9
"This month, had a restful sleep last night. feeling refreshed. Grateful for the support from my colleagues.",low_stress,0,107,17
"Lately, i want to disappear. nobody would even notice.",crisis,2,54,9
Life feels meaningless. I don't want to be here. Can't stop thinking about ending everything.,crisis,2,93,15
Enjoying my new hobby. It's very relaxing. Had a productive workout session this morning.,low_stress,0,89,14
"Today, can't stop thinking about ending everything.",crisis,2,51,7
Feeling completely hopeless. Nothing seems to matter. The pain is unbearable. I don't want to feel this way anymore.,crisis,2,116,19
had a difficult conversation today. still feeling tense.,high_stress,1,56,8
"This week, feeling completely hopeless. nothing seems to matter.",crisis,2,64,9
Relationship problems are causing a lot of stress.,high_stress,1,50,8
"Yesterday, having trouble managing my emotions lately.",high_stress,1,54,7
Enjoying my new hobby. It's very relaxing.,low_stress,0,42,7
"Today, work has been really overwhelming lately. so many deadlines.",high_stress,1,67,10
"Lately, just finished a nice walk in the park. the weather is beautiful. Feeling content with life right now.",low_stress,0,109,19
Looking forward to the vacation next month.,low_stress,0,43,7
"This week, looking forward to the vacation next month.",low_stress,0,54,9
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
Had a restful sleep last night. Feeling refreshed. Feeling positive about the future.,low_stress,0,85,13
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
Financial stress is getting to me. Bills keep piling up. Feeling isolated. Haven't seen friends in weeks.,high_stress,1,105,17
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
"This month, finished reading a great book. highly recommend it.",low_stress,0,63,10
Had a nice dinner with friends. Good times!,low_stress,0,43,8
Feeling content with life right now.,low_stress,0,36,6
"This week, the pain is unbearable. i don't want to feel this way anymore.",crisis,2,73,14
Finished reading a great book. Highly recommend it.,low_stress,0,51,8
I'm going to end it all soon. Made my decision. Everyone would be happier if I wasn't around.,crisis,2,93,18
I want to disappear. Nobody would even notice.,crisis,2,46,8
"This week, had a great day at work today. feeling productive and happy.",low_stress,0,71,13
"Lately, can't handle the pain anymore. need it to stop.",crisis,2,55,10
I don't see a way out of this situation anymore.,crisis,2,48,10
thinking about suicide constantly. can't escape these thoughts. I'm a burden to everyone. They'd be better off without me.,crisis,2,122,19
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
Having trouble managing my emotions lately.,high_stress,1,43,6
"Yesterday, haven't been sleeping well. mind keeps racing at night. Work-life balance is completely off. Need a break.",high_stress,1,117,18
Feeling like there's no point in continuing. I want to disappear. Nobody would even notice.,crisis,2,91,15
had a great day at work today. feeling productive and happy.,low_stress,0,60,11
Struggling to keep up with everything. Feeling exhausted. Had a difficult conversation today. Still feeling tense.,high_stress,1,114,16
Thinking about suicide constantly. Can't escape these thoughts. Everyone would be happier if I wasn't around.,crisis,2,109,16
"Today, everyone would be happier if i wasn't around.",crisis,2,52,9
"Yesterday, feeling like there's no point in continuing.",crisis,2,55,8
I'm going to end it all soon. Made my decision. I'm a burden to everyone. They'd be better off without me.,crisis,2,106,21
I can't do this anymore. The suffering is too much.,crisis,2,51,10
Had a good conversation with my family today. Had a good conversation with my family today.,low_stress,0,91,16
"This month, can't handle the pain anymore. need it to stop. Can't handle the pain anymore. Need it to stop.",crisis,2,107,20
Finished reading a great book. Highly recommend it. Had a great day at work today. Feeling productive and happy.,low_stress,0,112,19
"Lately, haven't been sleeping well. mind keeps racing at night. Work has been really overwhelming lately. So many deadlines.",high_stress,1,124,19
Feeling like there's no point in continuing.,crisis,2,44,7
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
"Recently, feeling burned out. everything feels like too much.",high_stress,1,61,9
had a good conversation with my family today.,low_stress,0,45,8
"Lately, enjoying my new hobby. it's very relaxing.",low_stress,0,50,8
"Recently, feeling completely hopeless. nothing seems to matter.",crisis,2,63,8
"Today, had a productive workout session this morning.",low_stress,0,53,8
I don't see a way out of this situation anymore.,crisis,2,48,10
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
"Lately, had a great day at work today. feeling productive and happy. Excited about the weekend plans with friends.",low_stress,0,114,19
I'm a burden to everyone. They'd be better off without me. I want to disappear. Nobody would even notice.,crisis,2,105,19
Had a good conversation with my family today.,low_stress,0,45,8
Work-life balance is completely off. Need a break. Relationship problems are causing a lot of stress.,high_stress,1,101,16
"Lately, feeling like there's no point in continuing.",crisis,2,52,8
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
I can't do this anymore. The suffering is too much. I'm a burden to everyone. They'd be better off without me.,crisis,2,110,21
"Yesterday, looking forward to the vacation next month. Just finished a nice walk in the park. The weather is beautiful.",low_stress,0,119,20
"Lately, thinking about suicide constantly. can't escape these thoughts. I don't see a way out of this situation anymore.",crisis,2,120,19
Feeling positive about the future.,low_stress,0,34,5
had a good conversation with my family today.,low_stress,0,45,8
